id,source_object_id,source_record_id,canonical_object_id,brand,product_model,product_type,issue_date,observation_year,price_numeric,currency,displayed_price,price_basis,geography_context,source_type,directness_evidence,confidence,source_url,rights_code,observation_key,duplicate_decision,normalization_note,accessed,source_family,source_identity,access_host,access_route
ABMX-PR-0009,V11-ABMX-0012,,,Diamond Back,Silver Streak,Complete bicycle,April/May 1982,,195,GBP,Around £195,Projected retail price,United Kingdom,Period editorial test report,Direct indexed text; approximate launch-price statement,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,diamond back silver streak april may 1982 195 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,"Approximate projected shop price, not a confirmed transaction or formal MSRP.",2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0010,V11-ABMX-0013,,,UKBMX,Temporary competition membership,Membership / insurance,April/May 1982,,1,GBP,£1,Temporary membership fee,United Kingdom,Period membership application,Direct indexed text; clear fee,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,ukbmx temporary competition membership april may 1982 1 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,"Day-specific temporary membership, not annual subscription.",2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0011,V11-ABMX-0013,,,UKBMX,"Competition membership, one year",Membership / insurance,April/May 1982,,7,GBP,£7,Annual membership subscription,United Kingdom,Period membership application,Direct indexed text; clear fee,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,ukbmx competition membership one year april may 1982 7 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Annual competition membership.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0012,V11-ABMX-0013,,,UKBMX,European insurance extension,Membership / insurance,April/May 1982,,2.75,GBP,£2.75,Insurance extension fee,United Kingdom,Period membership application,Direct indexed text; clear fee,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,ukbmx european insurance extension april may 1982 2 75 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Extension applies for the duration of the UK licence.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0013,V11-ABMX-0013,,,UKBMX,Regional event racing fee,Event entry,April/May 1982,,1.25,GBP,£1.25,Regional event fee,United Kingdom,Period membership application,Direct indexed text; clear fee,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,ukbmx regional event racing fee april may 1982 1 25 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Indoor events could differ with prior consultation.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0014,V11-ABMX-0013,,,UKBMX,National event racing fee,Event entry,April/May 1982,,1.5,GBP,£1.50,National event fee,United Kingdom,Period membership application,Direct indexed text; clear fee,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,ukbmx national event racing fee april may 1982 1 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Indoor events could differ with prior consultation.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0015,V11-ABMX-0014,,,BMX Action Bike,Selected Official BMX back issue,Magazine back issue,April/May 1982,,0.7,GBP,70p per copy,Back-issue mail-order price,United Kingdom,Period publication mailer,Direct indexed text; clear per-copy price,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,bmx action bike selected official bmx back issue april may 1982 0 7 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Only the listed available issues are covered.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0016,V11-ABMX-0015,,,Stronglite,Prototype chromoly frame and forks,Frame and fork set,April/May 1982,,100,GBP,Around £100,Projected retail price,United Kingdom,Period product announcement,Direct indexed text; approximate projected price,MEDIUM,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,stronglite prototype chromoly frame and forks april may 1982 100 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,"Prototype-stage estimate, not confirmed production price.",2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0017,V11-ABMX-0016,,,Prolite,Fiberglass racing helmet,Protective equipment,April/May 1982,,29,GBP,£29,Advertised retailer price,United Kingdom,Period retailer offer,Direct indexed text; clear price pairing,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,prolite fiberglass racing helmet april may 1982 29 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,"Retailer offer, not manufacturer MSRP.",2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0018,V11-ABMX-0017,,,Pacer,Padded leather racing gloves,Protective apparel,April/May 1982,,9.95,GBP,£9.95,Advertised retailer price,United Kingdom,Period retailer offer,Direct indexed text; clear price pairing,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,pacer padded leather racing gloves april may 1982 9 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Retailer offer.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0019,V11-ABMX-0018,,,BMX Action Bike,Packet of seven assorted BMX stickers,Sticker packet,April/May 1982,,0.95,GBP,95p,Mail-order price,United Kingdom,Period publication mailer,Direct indexed text; clear price pairing,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,bmx action bike packet of seven assorted bmx stickers april may 1982 0 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Stamped addressed envelope also required.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0020,V11-ABMX-0019,,,MX 1000,Front-and-rear brake pair,Brake set,April/May 1982,,14.5,GBP,£14.50 per pair,Advertised post-paid price,United Kingdom,Period dealer advertisement,Direct indexed text; clear pair price,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,mx 1000 front and rear brake pair april may 1982 14 5 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,Front-and-rear pair; exact retailer identity should be checked against page image.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0021,V11-ABMX-0019,,,Retailer unresolved,BMX catalogue request,Catalogue,April/May 1982,,0.2,GBP,20p stamp,Catalogue request cost,United Kingdom,Period dealer advertisement,Direct indexed text; clear request cost,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/13-april%2Fmay-eighty-two,INDEX-ONLY,retailer unresolved bmx catalogue request april may 1982 0 2 gbp https previouspage co uk magazines bmx 20action 20bike issues 13 april 2fmay eighty two,RETAIN — source-specific observation,"Cost is a postage/stamp requirement, not a product price.",2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0022,V11-ABMX-0023,,,Halfords,Entry-level BMX range,Complete bicycle,June/July 1982,,69.95,GBP,From £69.95,Advertised starting price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,halfords entry level bmx range june july 1982 69 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Starting price for the advertised bicycle range.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0023,V11-ABMX-0024,,,Hotshot BMX Racing,Complete BMX bicycle special,Complete bicycle,June/July 1982,,169.95,GBP,£169.95,Advertised special price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,hotshot bmx racing complete bmx bicycle special june july 1982 169 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Retailer special; petrol and delivery terms were separate benefits.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0024,V11-ABMX-0029,,,GT,Pro 4,Complete bicycle,June/July 1982,,275,GBP,Approximately £275,Approximate retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,gt pro 4 june july 1982 275 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,"Editorial specification-sheet estimate, not a documented transaction.",2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0025,V11-ABMX-0039,,,Oakley,O/20 goggle,Protective equipment,June/July 1982,,13,GBP,£13,Advertised retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,oakley o 20 goggle june july 1982 13 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Retail availability via Gecko.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0026,V11-ABMX-0041,,,Renthal,Wide-rise BMX handlebars,Handlebar,June/July 1982,,12.94,GBP,From £12.94,Advertised starting price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,renthal wide rise bmx handlebars june july 1982 12 94 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Starting price across multiple rise and finish options.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0027,V11-ABMX-0042,,,BMX Action Bike,Wonder Light front/rear set,Lighting,June/July 1982,,5.95,GBP,£5.95,Reader-offer price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,INDEX-ONLY,bmx action bike wonder light front rear set june july 1982 5 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 14 june 2fjuly eighty two,RETAIN — source-specific observation,Included brackets and reflective cycle clips; batteries excluded.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0028,V11-ABMX-0052,,,Paul Connors,Home-built Diamond Back II-inspired bicycle,Complete bicycle,August/September 1982,,20,GBP,About £20,Reported build cost,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,MEDIUM-HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,paul connors home built diamond back ii inspired bicycle august september 1982 20 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Reader-reported total using reused and purchased parts.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0029,V11-ABMX-0062,,,March Racing Developments,Handmade BMX number plate,Number plate,August/September 1982,,6,GBP,£6,Retail shop price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,march racing developments handmade bmx number plate august september 1982 6 0 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Interview states the plates were sold through shops rather than direct.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0030,V11-ABMX-0067,,,Cooper,Convertible BMX helmet,Protective equipment,August/September 1982,,8.95,GBP,£8.95,Direct-mail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,cooper convertible bmx helmet august september 1982 8 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Postage and packing were additional.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0031,V11-ABMX-0072,,,KHS,Duster 100,Complete bicycle,August/September 1982,,94.95,GBP,£94.95,Recommended retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,khs duster 100 august september 1982 94 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Distributor-listed RRP.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0032,V11-ABMX-0072,,,KHS,Duster 200,Complete bicycle,August/September 1982,,109.95,GBP,£109.95,Recommended retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,khs duster 200 august september 1982 109 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Distributor-listed RRP.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
ABMX-PR-0033,V11-ABMX-0072,,,KHS,Duster 300,Complete bicycle,August/September 1982,,129.95,GBP,£129.95,Recommended retail price,United Kingdom,Period publication,Direct indexed text; clearly paired amount and item.,HIGH,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,INDEX-ONLY,khs duster 300 august september 1982 129 95 gbp https previouspage co uk magazines bmx 20action 20bike issues 57 august 2fseptember eighty two,RETAIN — source-specific observation,Distributor-listed RRP.,2026-07-31,BMX Action Bike,BMX Action Bike,previouspage.co.uk,Publication accessed through PreviousPage
